seq,gender,age,job,marital,province,city,choice
1337,MALE,50대,자영업,SINGLE,경기도,화성시,C
1338,FEMALE,30대,기자,MARREID,부산시,해운대구,E
1339,MALE,40대,공무원,MARREID,부산시,해운대구,H
1340,MALE,30대,중소기업직원,MARREID,경상도,포항시 남구,E
1341,MALE,50대,회사직원,MARREID,부산시,해운대구,E
1342,FEMALE,40대,회사직원,MARREID,부산시,사하구,H
1343,MALE,30대,임시직,MARREID,충청도,청주시,E
1344,FEMALE,20대,공무원,SINGLE,충청도,진천군,E
1345,FEMALE,30대,자영업,MARREID,서울시,강동구,H
1346,FEMALE,30대,연구원,MARREID,부산시,해운대구,E
1347,MALE,20대,기자,MARREID,경기도,가평군,G
1348,FEMALE,20대,자영업,MARREID,충청도,진천군,F
1349,FEMALE,50대,중소기업직원,SINGLE,경기도,안양시,A
1350,MALE,50대,공무원,MARREID,경상도,포항시 남구,A
1351,FEMALE,30대,임시직,MARREID,경기도,안양시,H
1352,FEMALE,40대,의사,SINGLE,부산시,해운대구,C
1353,FEMALE,20대,자영업,MARREID,충청도,청주시,B
1354,FEMALE,40대,임시직,MARREID,서울시,양천구,C
1355,FEMALE,20대,중소기업직원,MARREID,서울시,강북구,B
1356,FEMALE,50대,벤처직원,MARREID,충청도,청주시,E
1357,FEMALE,30대,공무원,MARREID,경상도,포항시 남구,E
1358,FEMALE,20대,연구원,SINGLE,부산시,사하구,G
1359,FEMALE,30대,공무원,MARREID,서울시,양천구,E
1360,FEMALE,50대,벤처직원,SINGLE,서울시,강남구,D
1361,FEMALE,20대,자영업,MARREID,경기도,안양시,B
1362,FEMALE,20대,중소기업직원,MARREID,서울시,강남구,B
1363,FEMALE,30대,변호사,MARREID,서울시,강북구,D
1364,FEMALE,20대,임시직,MARREID,서울시,강동구,D
1365,MALE,30대,중소기업직원,MARREID,서울시,양천구,E
1366,FEMALE,20대,연구원,SINGLE,부산시,기장군,D
1367,FEMALE,50대,변호사,SINGLE,전라도,구례군,C
1368,FEMALE,30대,회사직원,MARREID,서울시,강동구,E
1369,FEMALE,20대,자영업,SINGLE,전라도,해남군,H
1370,MALE,20대,자영업,MARREID,서울시,강동구,E
1371,MALE,20대,회사직원,MARREID,부산시,해운대구,G
1372,FEMALE,20대,학생,SINGLE,경상도,함안군,B
1373,FEMALE,60대 이상,임시직,MARREID,경상도,함안군,B
1374,FEMALE,50대,회사직원,SINGLE,경기도,가평군,D
1375,MALE,50대,벤처직원,MARREID,경상도,포항시 북구,A
1376,FEMALE,40대,중소기업직원,SINGLE,경상도,포항시 북구,B
1377,MALE,40대,기자,SINGLE,경상도,포항시 남구,G
1378,MALE,20대,자영업,SINGLE,부산시,사하구,E
1379,FEMALE,30대,자영업,MARREID,경기도,화성시,G
1380,FEMALE,40대,공무원,MARREID,경기도,화성시,D
1381,MALE,20대,학생,SINGLE,경상도,포항시 북구,G
1382,FEMALE,40대,회사직원,MARREID,경상도,하동군,H
1383,FEMALE,30대,임시직,MARREID,부산시,연제구,F
1384,FEMALE,40대,중소기업직원,MARREID,서울시,양천구,D
1385,MALE,30대,의사,SINGLE,서울시,양천구,G
1386,FEMALE,20대,자영업,SINGLE,충청도,청주시,A
1387,FEMALE,40대,벤처직원,MARREID,서울시,강남구,H
1388,FEMALE,40대,의사,MARREID,경기도,평택시,D
1389,FEMALE,30대,교수,MARREID,부산시,연제구,E
1390,MALE,40대,기자,SINGLE,충청도,청주시,G
1391,MALE,20대,공무원,MARREID,충청도,청주시,B
1392,FEMALE,50대,변호사,SINGLE,전라도,해남군,C
1393,FEMALE,30대,벤처직원,SINGLE,경상도,포항시 남구,E
1394,MALE,50대,자영업,MARREID,부산시,연제구,D
1395,FEMALE,30대,회사직원,MARREID,서울시,강동구,H
1396,FEMALE,50대,의사,MARREID,경기도,화성시,C
1397,MALE,30대,공무원,MARREID,부산시,해운대구,F
1398,FEMALE,20대,중소기업직원,MARREID,부산시,해운대구,A
1399,MALE,30대,중소기업직원,MARREID,부산시,해운대구,F
1400,FEMALE,30대,공무원,SINGLE,부산시,진구,E
1401,MALE,30대,의사,SINGLE,경기도,안양시,F
1402,FEMALE,30대,중소기업직원,MARREID,경기도,안양시,E
1403,MALE,50대,기자,MARREID,부산시,연제구,D
1404,FEMALE,30대,교수,SINGLE,경기도,화성시,B
1405,FEMALE,20대,임시직,MARREID,서울시,강남구,E
1406,FEMALE,50대,회사직원,MARREID,부산시,해운대구,E
1407,MALE,50대,벤처직원,MARREID,경기도,안양시,A
1408,MALE,50대,중소기업직원,SINGLE,경기도,포천시,H
1409,MALE,40대,연구원,MARREID,부산시,해운대구,F
1410,FEMALE,20대,학생,MARREID,경기도,포천시,B
1411,FEMALE,20대,중소기업직원,MARREID,경상도,포항시 북구,B
1412,MALE,40대,임시직,MARREID,경기도,평택시,G
1413,MALE,40대,임시직,MARREID,서울시,마포구,B
1414,FEMALE,50대,자영업,MARREID,전라도,광양시,C
1415,MALE,20대,자영업,MARREID,서울시,강남구,H
1416,MALE,30대,임시직,MARREID,서울시,양천구,G
1417,MALE,20대,임시직,SINGLE,경기도,포천시,E
1418,MALE,20대,자영업,MARREID,충청도,청주시,G
1419,FEMALE,30대,회사직원,MARREID,충청도,충주시,E
1420,MALE,20대,임시직,MARREID,충청도,진천군,B
1421,FEMALE,50대,임시직,MARREID,경기도,화성시,E
1422,FEMALE,30대,의사,MARREID,서울시,강동구,D
1423,FEMALE,20대,학생,SINGLE,서울시,강동구,F
1424,FEMALE,40대,공무원,SINGLE,경상도,포항시 북구,D
1425,FEMALE,50대,임시직,MARREID,충청도,충주시,E
1426,FEMALE,30대,중소기업직원,SINGLE,서울시,양천구,E
1427,MALE,20대,의사,MARREID,서울시,강남구,G
1428,MALE,20대,자영업,MARREID,경상도,함안군,D
1429,FEMALE,40대,벤처직원,MARREID,전라도,해남군,E
1430,MALE,50대,변호사,MARREID,서울시,강동구,A
1431,FEMALE,20대,자영업,SINGLE,부산시,기장군,D
1432,MALE,50대,자영업,MARREID,서울시,양천구,E
1433,MALE,40대,회사직원,MARREID,서울시,강남구,F
1434,FEMALE,50대,임시직,MARREID,경상도,거제시,A
1435,MALE,30대,중소기업직원,MARREID,충청도,청주시,E
1436,FEMALE,20대,기자,MARREID,부산시,기장군,G
1437,MALE,50대,공무원,MARREID,서울시,양천구,A
1438,MALE,40대,벤처직원,SINGLE,서울시,양천구,H
1439,FEMALE,40대,임시직,MARREID,서울시,마포구,B
1440,MALE,50대,중소기업직원,SINGLE,경상도,포항시 남구,H
1441,MALE,20대,벤처직원,SINGLE,충청도,청주시,E
1442,MALE,40대,임시직,SINGLE,서울시,양천구,A
1443,MALE,40대,회사직원,MARREID,부산시,해운대구,G
1444,FEMALE,30대,벤처직원,MARREID,서울시,강동구,D
1445,FEMALE,40대,벤처직원,SINGLE,경기도,안양시,E
1446,MALE,20대,학생,SINGLE,전라도,해남군,G
1447,MALE,30대,교수,MARREID,서울시,강남구,H
1448,MALE,20대,임시직,SINGLE,서울시,강남구,E
1449,MALE,50대,회사직원,SINGLE,경상도,포항시 남구,H
1450,FEMALE,50대,의사,MARREID,충청도,청주시,C
1451,FEMALE,20대,벤처직원,MARREID,충청도,청주시,B
1452,MALE,50대,회사직원,MARREID,경상도,거제시,G
1453,FEMALE,40대,임시직,MARREID,충청도,청주시,B
1454,FEMALE,20대,공무원,MARREID,부산시,진구,F
1455,FEMALE,30대,공무원,MARREID,서울시,양천구,B
1456,MALE,20대,자영업,MARREID,부산시,해운대구,D
1457,FEMALE,40대,의사,MARREID,경기도,포천시,C
1458,FEMALE,20대,학생,MARREID,경상도,포항시 남구,E
1459,FEMALE,40대,임시직,MARREID,충청도,진천군,F
1460,FEMALE,30대,중소기업직원,SINGLE,경기도,포천시,E
1461,MALE,40대,임시직,MARREID,전라도,곡성군,F
1462,FEMALE,50대,공무원,MARREID,전라도,곡성군,D
1463,FEMALE,30대,중소기업직원,MARREID,서울시,양천구,E
1464,FEMALE,30대,연구원,MARREID,경기도,안양시,B
1465,FEMALE,40대,중소기업직원,MARREID,부산시,진구,D
1466,MALE,50대,중소기업직원,MARREID,경기도,포천시,A
1467,FEMALE,50대,자영업,SINGLE,충청도,청주시,A
1468,FEMALE,40대,변호사,UNKNOWN,충청도,청주시,D
1469,MALE,40대,회사직원,SINGLE,충청도,청주시,H
1470,MALE,30대,중소기업직원,MARREID,서울시,강남구,E
1471,FEMALE,50대,자영업,SINGLE,부산시,기장군,H
1472,FEMALE,20대,학생,MARREID,서울시,강남구,B
1473,FEMALE,50대,임시직,MARREID,서울시,강북구,C
1474,FEMALE,50대,중소기업직원,MARREID,부산시,해운대구,D
1475,FEMALE,40대,공무원,MARREID,경기도,포천시,E
1476,FEMALE,50대,벤처직원,MARREID,충청도,청주시,B
1477,FEMALE,40대,벤처직원,MARREID,부산시,해운대구,D
1478,FEMALE,40대,연구원,MARREID,서울시,양천구,C
1479,FEMALE,20대,자영업,MARREID,경상도,포항시 북구,F
1480,MALE,30대,회사직원,MARREID,경기도,포천시,B
1481,FEMALE,50대,중소기업직원,SINGLE,서울시,양천구,D
1482,MALE,40대,중소기업직원,MARREID,부산시,해운대구,H
1483,FEMALE,30대,임시직,MARREID,서울시,양천구,D
1484,FEMALE,40대,자영업,SINGLE,전라도,광양시,D
1485,FEMALE,40대,임시직,SINGLE,전라도,곡성군,E
1486,FEMALE,30대,자영업,MARREID,서울시,양천구,C
1487,MALE,30대,공무원,MARREID,경기도,평택시,G
1488,FEMALE,40대,자영업,MARREID,경기도,포천시,G
1489,FEMALE,30대,공무원,MARREID,서울시,강남구,G
1490,FEMALE,30대,임시직,SINGLE,경상도,포항시 남구,D
1491,FEMALE,40대,임시직,MARREID,충청도,청주시,G
1492,FEMALE,20대,자영업,MARREID,경기도,안양시,E
1493,MALE,30대,벤처직원,MARREID,경기도,화성시,E
1494,MALE,50대,임시직,MARREID,서울시,강남구,D
1495,MALE,50대,중소기업직원,MARREID,충청도,청주시,A
1496,FEMALE,50대,연구원,MARREID,충청도,충주시,C
1497,FEMALE,40대,임시직,SINGLE,서울시,강동구,E
1498,MALE,30대,의사,MARREID,부산시,사하구,G
1499,MALE,50대,임시직,MARREID,부산시,사하구,H
1500,FEMALE,30대,자영업,MARREID,경상도,하동군,F
1501,FEMALE,30대,공무원,SINGLE,부산시,해운대구,C
1502,FEMALE,40대,의사,MARREID,충청도,청주시,C
1503,FEMALE,40대,변호사,MARREID,충청도,청주시,E
1504,FEMALE,40대,의사,SINGLE,부산시,해운대구,C
1505,MALE,20대,학생,MARREID,전라도,익산시,D
1506,MALE,30대,공무원,SINGLE,부산시,해운대구,H
1507,FEMALE,30대,의사,MARREID,경기도,포천시,B
1508,FEMALE,40대,자영업,MARREID,서울시,강남구,C
1509,FEMALE,30대,교수,MARREID,경상도,포항시 남구,E
1510,MALE,20대,임시직,MARREID,서울시,강동구,B
1511,FEMALE,40대,기자,MARREID,서울시,양천구,G
1512,MALE,40대,공무원,MARREID,경기도,포천시,F
1513,MALE,20대,공무원,MARREID,서울시,강동구,B
1514,MALE,40대,임시직,MARREID,서울시,양천구,E
1515,FEMALE,20대,자영업,MARREID,경기도,안양시,E
1516,FEMALE,30대,회사직원,MARREID,경상도,포항시 북구,E
1517,MALE,40대,자영업,MARREID,전라도,해남군,F
1518,FEMALE,30대,공무원,MARREID,서울시,양천구,D
1519,FEMALE,20대,자영업,SINGLE,서울시,강동구,E
1520,FEMALE,30대,자영업,SINGLE,충청도,청주시,B
1521,FEMALE,30대,중소기업직원,MARREID,경기도,평택시,E
1522,MALE,20대,회사직원,MARREID,충청도,충주시,B
1523,MALE,40대,회사직원,MARREID,서울시,강남구,H
1524,MALE,20대,회사직원,MARREID,충청도,청주시,B
1525,MALE,30대,기자,MARREID,서울시,강동구,E
1526,MALE,40대,회사직원,MARREID,경기도,포천시,F
1527,FEMALE,50대,의사,MARREID,전라도,광양시,C
1528,MALE,50대,공무원,MARREID,경상도,포항시 남구,A
1529,FEMALE,30대,자영업,MARREID,전라도,광양시,H
1530,FEMALE,50대,자영업,MARREID,충청도,진천군,H
1531,MALE,50대,공무원,SINGLE,서울시,강동구,E
1532,FEMALE,20대,변호사,MARREID,부산시,사하구,A
1533,FEMALE,30대,회사직원,SINGLE,서울시,마포구,G
1534,FEMALE,40대,공무원,SINGLE,충청도,청주시,B
1535,MALE,50대,벤처직원,MARREID,서울시,강동구,A
1536,FEMALE,40대,자영업,SINGLE,전라도,해남군,B
1537,FEMALE,20대,자영업,SINGLE,서울시,강동구,F
1538,FEMALE,50대,벤처직원,MARREID,충청도,청주시,D
1539,MALE,30대,중소기업직원,MARREID,경상도,포항시 북구,E
1540,FEMALE,40대,의사,MARREID,부산시,해운대구,C
1541,FEMALE,30대,임시직,MARREID,경상도,거제시,B
1542,FEMALE,50대,벤처직원,SINGLE,경상도,포항시 남구,D
1543,FEMALE,30대,벤처직원,SINGLE,충청도,천안시,F
1544,FEMALE,30대,회사직원,MARREID,부산시,사하구,E
1545,FEMALE,30대,중소기업직원,MARREID,경기도,평택시,F
1546,MALE,20대,벤처직원,MARREID,경기도,화성시,H
1547,MALE,40대,임시직,MARREID,서울시,양천구,G
1548,FEMALE,50대,임시직,MARREID,부산시,연제구,B
1549,FEMALE,20대,학생,MARREID,충청도,청주시,B
1550,MALE,40대,연구원,SINGLE,경기도,화성시,G
1551,FEMALE,30대,자영업,MARREID,서울시,강남구,C
1552,MALE,30대,회사직원,MARREID,경상도,포항시 남구,F
1553,MALE,50대,자영업,MARREID,전라도,광양시,G
1554,FEMALE,40대,연구원,MARREID,충청도,청주시,C
1555,FEMALE,50대,교수,MARREID,서울시,강남구,E
1556,FEMALE,40대,중소기업직원,MARREID,전라도,구례군,D
1557,FEMALE,30대,중소기업직원,MARREID,서울시,강남구,G
1558,MALE,30대,교수,MARREID,경기도,평택시,B
1559,MALE,30대,벤처직원,MARREID,서울시,강동구,D
1560,FEMALE,40대,중소기업직원,MARREID,충청도,청주시,D
1561,FEMALE,30대,중소기업직원,MARREID,경기도,가평군,G
1562,MALE,50대,임시직,SINGLE,서울시,강남구,F
1563,MALE,30대,연구원,MARREID,경상도,함안군,E
1564,MALE,20대,임시직,SINGLE,전라도,광양시,B
1565,FEMALE,40대,공무원,MARREID,충청도,청주시,D
1566,FEMALE,50대,회사직원,SINGLE,전라도,익산시,D
1567,FEMALE,50대,공무원,MARREID,부산시,해운대구,D
1568,FEMALE,20대,회사직원,SINGLE,경기도,포천시,B
1569,FEMALE,20대,학생,MARREID,경상도,포항시 남구,B
1570,FEMALE,50대,의사,MARREID,경기도,화성시,B
1571,FEMALE,30대,임시직,MARREID,경상도,거제시,D
1572,MALE,40대,회사직원,MARREID,충청도,청주시,F
1573,FEMALE,40대,의사,SINGLE,부산시,연제구,C
1574,FEMALE,30대,벤처직원,MARREID,전라도,해남군,E
1575,MALE,50대,벤처직원,SINGLE,경상도,포항시 남구,A
1576,MALE,40대,임시직,MARREID,경기도,포천시,A
1577,MALE,30대,공무원,SINGLE,부산시,진구,H
1578,FEMALE,30대,공무원,MARREID,서울시,강동구,E
1579,FEMALE,50대,의사,MARREID,서울시,강남구,F
1580,MALE,30대,의사,MARREID,충청도,진천군,E
1581,MALE,50대,공무원,MARREID,서울시,양천구,A
1582,MALE,40대,변호사,MARREID,서울시,양천구,F
1583,FEMALE,30대,임시직,MARREID,전라도,해남군,D
1584,MALE,20대,중소기업직원,MARREID,충청도,청주시,B
1585,FEMALE,20대,학생,SINGLE,서울시,강남구,B
1586,MALE,20대,학생,MARREID,부산시,해운대구,D
1587,MALE,50대,중소기업직원,MARREID,서울시,강남구,F
1588,FEMALE,30대,기자,MARREID,서울시,강남구,B
1589,FEMALE,50대,벤처직원,MARREID,경기도,가평군,D
1590,MALE,30대,변호사,SINGLE,경상도,거제시,G
1591,FEMALE,40대,의사,MARREID,경상도,하동군,C
1592,MALE,40대,임시직,MARREID,충청도,청주시,E
1593,FEMALE,40대,벤처직원,MARREID,서울시,마포구,G
1594,FEMALE,30대,벤처직원,MARREID,경상도,포항시 남구,E
1595,FEMALE,50대,중소기업직원,MARREID,서울시,강북구,D
1596,FEMALE,30대,자영업,SINGLE,서울시,강남구,E
1597,MALE,20대,자영업,MARREID,충청도,청주시,B
1598,FEMALE,20대,중소기업직원,MARREID,서울시,강동구,B
1599,FEMALE,50대,기자,SINGLE,경상도,포항시 남구,C
1600,FEMALE,20대,벤처직원,MARREID,서울시,양천구,C
1601,MALE,40대,교수,MARREID,충청도,청주시,D
1602,MALE,30대,임시직,MARREID,부산시,해운대구,E
1603,FEMALE,30대,기자,MARREID,부산시,진구,E
1604,MALE,40대,벤처직원,MARREID,경기도,가평군,F
1605,FEMALE,40대,기자,MARREID,부산시,사하구,C
1606,FEMALE,40대,공무원,MARREID,서울시,양천구,D
1607,MALE,30대,변호사,MARREID,서울시,양천구,D
1608,FEMALE,40대,의사,MARREID,서울시,강북구,C
1609,MALE,40대,중소기업직원,MARREID,부산시,해운대구,F
1610,FEMALE,40대,기자,MARREID,경상도,거제시,C
1611,FEMALE,30대,의사,MARREID,충청도,청주시,E
1612,MALE,30대,자영업,MARREID,경기도,포천시,A
1613,FEMALE,50대,회사직원,MARREID,경기도,안양시,D
1614,FEMALE,20대,공무원,MARREID,부산시,해운대구,B
1615,FEMALE,50대,벤처직원,MARREID,경상도,하동군,B
1616,FEMALE,30대,임시직,MARREID,서울시,양천구,B
1617,FEMALE,40대,자영업,SINGLE,경기도,포천시,E
1618,MALE,40대,임시직,MARREID,경상도,포항시 남구,E
1619,MALE,20대,중소기업직원,SINGLE,서울시,강동구,D
1620,MALE,40대,중소기업직원,MARREID,경기도,평택시,D
1621,MALE,40대,자영업,MARREID,부산시,사하구,B
1622,FEMALE,40대,공무원,MARREID,경상도,거제시,D
1623,FEMALE,40대,교수,SINGLE,경기도,화성시,C
1624,FEMALE,50대,자영업,MARREID,경기도,안양시,B
1625,MALE,40대,교수,MARREID,충청도,천안시,D
1626,FEMALE,20대,연구원,MARREID,경기도,안양시,B
1627,FEMALE,50대,벤처직원,MARREID,경기도,가평군,D
1628,FEMALE,50대,임시직,MARREID,경상도,포항시 남구,D
1629,FEMALE,50대,연구원,SINGLE,서울시,강남구,C
1630,MALE,30대,공무원,MARREID,경기도,포천시,G
1631,FEMALE,30대,임시직,MARREID,부산시,해운대구,G
1632,MALE,50대,기자,MARREID,경기도,포천시,G
1633,FEMALE,50대,의사,MARREID,서울시,마포구,C
1634,FEMALE,50대,공무원,MARREID,전라도,광양시,D
1635,FEMALE,30대,의사,MARREID,서울시,양천구,B
1636,MALE,20대,공무원,SINGLE,경상도,하동군,D
1637,FEMALE,30대,회사직원,SINGLE,서울시,마포구,E
1638,FEMALE,20대,자영업,SINGLE,서울시,양천구,E
1639,FEMALE,30대,공무원,SINGLE,부산시,해운대구,B
1640,MALE,40대,벤처직원,MARREID,경기도,포천시,G
1641,FEMALE,40대,기자,SINGLE,충청도,청주시,C
1642,FEMALE,20대,임시직,MARREID,경상도,함안군,D
1643,FEMALE,20대,자영업,SINGLE,서울시,양천구,E
1644,FEMALE,30대,임시직,MARREID,경기도,안양시,B
1645,MALE,20대,변호사,SINGLE,경상도,포항시 남구,G
1646,FEMALE,40대,임시직,MARREID,충청도,홍성군,B
1647,FEMALE,30대,자영업,MARREID,충청도,청주시,E
1648,MALE,30대,기자,SINGLE,부산시,사하구,G
1649,MALE,30대,회사직원,MARREID,서울시,강남구,H
1650,MALE,50대,기자,MARREID,서울시,강남구,A
1651,MALE,30대,벤처직원,SINGLE,경기도,화성시,H
1652,FEMALE,20대,자영업,MARREID,서울시,강북구,G
1653,FEMALE,40대,교수,MARREID,경상도,포항시 북구,G
1654,MALE,40대,변호사,MARREID,서울시,강남구,F
1655,MALE,40대,교수,MARREID,서울시,양천구,D
1656,MALE,30대,연구원,MARREID,서울시,양천구,E
1657,MALE,30대,임시직,SINGLE,부산시,사하구,H
1658,FEMALE,50대,임시직,MARREID,부산시,해운대구,C
1659,FEMALE,40대,회사직원,MARREID,경기도,평택시,A
1660,FEMALE,30대,변호사,MARREID,부산시,해운대구,B
1661,FEMALE,50대,중소기업직원,MARREID,부산시,해운대구,D
1662,FEMALE,30대,중소기업직원,MARREID,서울시,강동구,E
1663,MALE,40대,중소기업직원,MARREID,부산시,사하구,H
1664,FEMALE,50대,벤처직원,SINGLE,충청도,청주시,D
1665,FEMALE,30대,임시직,MARREID,서울시,강동구,D
1666,FEMALE,30대,중소기업직원,MARREID,서울시,강동구,E
1667,MALE,30대,임시직,SINGLE,부산시,기장군,D
1668,FEMALE,20대,자영업,MARREID,경기도,안양시,G
1669,MALE,30대,벤처직원,MARREID,서울시,강남구,E
1670,FEMALE,50대,임시직,SINGLE,서울시,강남구,G
1671,FEMALE,30대,임시직,MARREID,충청도,청주시,A
1672,MALE,40대,의사,MARREID,서울시,강남구,E
1673,FEMALE,40대,벤처직원,MARREID,전라도,익산시,D
1674,MALE,20대,자영업,MARREID,부산시,사하구,D
1675,MALE,50대,벤처직원,SINGLE,경기도,화성시,H
1676,FEMALE,40대,자영업,MARREID,충청도,청주시,E
1677,MALE,20대,공무원,MARREID,서울시,강동구,F
1678,MALE,20대,자영업,SINGLE,서울시,강동구,C
1679,MALE,50대,연구원,SINGLE,부산시,기장군,A
1680,MALE,50대,공무원,SINGLE,충청도,청주시,D
1681,MALE,40대,중소기업직원,MARREID,경상도,포항시 남구,F
1682,MALE,50대,임시직,MARREID,부산시,해운대구,F
1683,MALE,40대,연구원,MARREID,경상도,포항시 남구,F
1684,FEMALE,20대,임시직,SINGLE,서울시,강동구,H
1685,MALE,40대,교수,MARREID,전라도,해남군,F
1686,FEMALE,30대,의사,MARREID,부산시,진구,E
1687,MALE,20대,학생,SINGLE,경상도,하동군,D
1688,MALE,50대,벤처직원,SINGLE,충청도,청주시,H
1689,FEMALE,40대,벤처직원,MARREID,서울시,강동구,D
1690,MALE,40대,회사직원,MARREID,서울시,강남구,G
1691,FEMALE,30대,회사직원,MARREID,부산시,연제구,E
1692,FEMALE,50대,공무원,SINGLE,부산시,연제구,A
1693,MALE,30대,공무원,SINGLE,부산시,사하구,H
1694,FEMALE,40대,공무원,MARREID,서울시,강남구,E
1695,MALE,30대,의사,MARREID,경기도,가평군,B
1696,MALE,30대,교수,SINGLE,서울시,양천구,G
1697,MALE,40대,변호사,SINGLE,서울시,강남구,G
1698,MALE,20대,공무원,MARREID,부산시,사하구,H
1699,MALE,40대,자영업,MARREID,서울시,강남구,B
1700,FEMALE,50대,임시직,SINGLE,경기도,안양시,H
1701,MALE,40대,기자,MARREID,경상도,포항시 북구,F
1702,MALE,50대,자영업,MARREID,충청도,청주시,E
1703,FEMALE,50대,중소기업직원,MARREID,전라도,구례군,D
1704,MALE,30대,임시직,MARREID,서울시,강북구,B
1705,MALE,40대,임시직,SINGLE,충청도,청주시,G
1706,MALE,20대,학생,MARREID,부산시,사하구,G
1707,FEMALE,20대,자영업,MARREID,경상도,포항시 남구,A
1708,FEMALE,50대,자영업,SINGLE,충청도,홍성군,H
1709,MALE,30대,연구원,SINGLE,경상도,포항시 북구,G
1710,FEMALE,30대,기자,SINGLE,부산시,사하구,E
1711,FEMALE,50대,공무원,MARREID,경기도,포천시,D
1712,FEMALE,50대,공무원,MARREID,부산시,해운대구,B
1713,MALE,40대,교수,MARREID,서울시,강남구,F
1714,FEMALE,50대,공무원,MARREID,충청도,청주시,D
1715,MALE,40대,공무원,MARREID,충청도,청주시,G
1716,FEMALE,20대,중소기업직원,MARREID,부산시,사하구,D
1717,FEMALE,50대,의사,SINGLE,경기도,평택시,D
1718,MALE,40대,의사,MARREID,경기도,포천시,F
1719,FEMALE,50대,교수,MARREID,부산시,진구,C
1720,FEMALE,50대,교수,SINGLE,부산시,해운대구,C
1721,MALE,40대,중소기업직원,MARREID,경상도,포항시 북구,F
1722,MALE,40대,자영업,SINGLE,부산시,사하구,H
1723,FEMALE,50대,회사직원,MARREID,,해운대구,D
1724,FEMALE,40대,공무원,MARREID,전라도,구례군,D
1725,FEMALE,50대,자영업,MARREID,경기도,안양시,G
1726,MALE,30대,자영업,SINGLE,부산시,사하구,H
1727,FEMALE,40대,공무원,MARREID,부산시,사하구,G
1728,FEMALE,20대,학생,SINGLE,경기도,가평군,G
1729,FEMALE,40대,임시직,SINGLE,부산시,사하구,E
1730,FEMALE,30대,기자,MARREID,경상도,포항시 남구,E
1731,FEMALE,30대,변호사,SINGLE,서울시,강동구,E
1732,MALE,40대,회사직원,MARREID,충청도,청주시,A
1733,FEMALE,40대,기자,MARREID,부산시,사하구,C
1734,FEMALE,30대,공무원,MARREID,충청도,충주시,B
1735,FEMALE,50대,교수,MARREID,경상도,거제시,B
1736,FEMALE,50대,공무원,MARREID,서울시,강동구,D
1737,MALE,30대,벤처직원,MARREID,서울시,마포구,F
1738,FEMALE,30대,임시직,MARREID,서울시,강동구,B
1739,FEMALE,40대,중소기업직원,MARREID,부산시,사하구,D
1740,MALE,20대,의사,MARREID,부산시,기장군,H
1741,MALE,50대,벤처직원,SINGLE,서울시,강남구,H
1742,FEMALE,50대,자영업,MARREID,부산시,진구,D
1743,MALE,30대,연구원,SINGLE,경기도,안양시,A
1744,MALE,40대,교수,SINGLE,충청도,청주시,A
1745,MALE,50대,기자,MARREID,경기도,가평군,D
1746,FEMALE,50대,임시직,SINGLE,서울시,양천구,B
1747,MALE,30대,자영업,MARREID,경기도,화성시,A
1748,MALE,20대,공무원,MARREID,경기도,안양시,B
1749,FEMALE,30대,임시직,MARREID,경기도,안양시,C
1750,FEMALE,50대,중소기업직원,SINGLE,충청도,청주시,B
1751,MALE,50대,기자,MARREID,경기도,화성시,A
1752,FEMALE,40대,임시직,MARREID,부산시,진구,E
1753,MALE,20대,임시직,SINGLE,부산시,해운대구,B
1754,MALE,30대,자영업,MARREID,경상도,함안군,B
1755,MALE,20대,벤처직원,SINGLE,서울시,강북구,H
1756,FEMALE,30대,벤처직원,SINGLE,서울시,강동구,E
1757,FEMALE,30대,회사직원,MARREID,서울시,강북구,E
1758,FEMALE,20대,자영업,MARREID,서울시,강남구,G
1759,MALE,20대,학생,MARREID,경기도,평택시,D
1760,FEMALE,40대,임시직,MARREID,경상도,포항시 북구,B
1761,MALE,30대,공무원,SINGLE,경기도,안양시,H
1762,MALE,30대,임시직,MARREID,경기도,포천시,F
1763,MALE,50대,임시직,MARREID,서울시,강동구,E
1764,FEMALE,30대,교수,MARREID,충청도,청주시,E
1765,FEMALE,40대,자영업,MARREID,서울시,양천구,H
1766,MALE,30대,벤처직원,MARREID,전라도,해남군,E
1767,FEMALE,50대,중소기업직원,SINGLE,부산시,해운대구,D
1768,MALE,40대,임시직,MARREID,경상도,포항시 남구,C
1769,MALE,50대,교수,MARREID,서울시,강북구,A
1770,FEMALE,30대,벤처직원,MARREID,경상도,포항시 남구,E
1771,FEMALE,50대,자영업,SINGLE,경기도,포천시,B
1772,FEMALE,40대,중소기업직원,MARREID,서울시,강동구,D
1773,FEMALE,40대,벤처직원,MARREID,충청도,청주시,G
1774,FEMALE,30대,자영업,SINGLE,경기도,평택시,D
1775,FEMALE,30대,자영업,SINGLE,충청도,청주시,B
1776,MALE,20대,벤처직원,MARREID,경상도,포항시 남구,E
1777,MALE,40대,임시직,MARREID,서울시,강동구,G
1778,FEMALE,40대,변호사,MARREID,경상도,포항시 북구,D
1779,FEMALE,30대,임시직,SINGLE,전라도,익산시,H
1780,FEMALE,20대,학생,SINGLE,경기도,화성시,E
1781,FEMALE,20대,학생,MARREID,경기도,포천시,B
1782,FEMALE,40대,회사직원,MARREID,경기도,가평군,E
1783,MALE,50대,벤처직원,MARREID,서울시,강남구,A
